date,condition,review,rating
"April 30, 2011",Anxiety,"Xanax is an excellent medicine for myself. It has prevented panic attacks and helped me through times of rough anxiety. Ativan never worked for me and Klonopin makes me drunk-like and put me in the hospital 3 times. The hospital finally said I have an allergy to Klonopin and could no longer take it. After going on Xanax, I felt so much better and relieved. I try not to take Xanax everyday, as it is not meant to be a long-term solution to anxiety and can be very addicting, so be very careful. I am on Paxil CR and Risperdal on top of Xanax for my anxiety, PTSD, panic disorder, and OCD.",10
"March 28, 2011",Anxiety,"Xanax has really helped me relax. I have severe anxiety, depression and PTSD. I take Seroquel XR and recently my doctor switched me from Xanax to Atarax. The Atarax did not work at all. I have suffered from anxiety for years and the only thing that has been effective is Xanax. I would recommend this to anyone who has moderate to severe anxiety. It does have a high addiction rate, so be extremely careful when taking this.",10
"March 27, 2011",Depression,"I have been taking 1mg Xanax 4 times daily for 25 years. IT IS THE GREATEST MEDICINE FOR DEPRESSION EVER! No, it does not make me druged-sluggish or anything BAD. Xanax lifts me up when I get down and I do not even want to think about never having Xanax. I know of several friends and family members it would change their life FOR THE BETTER if their Doctors would only prescribe it to them. Of course they should not start on the dosage I take but at least get them started and take it from there.... The antidepressant's JUST DON'T DO IT FOR ME. I have tried several over the YEARS and they just make things worse for me. Xanax allows me to be happy and tolerate the ""TOUGH TIMES"".",10
"March 9, 2011",Anxiety,"Excellent medicine for anxiety, depression and insomnia.",10
"March 8, 2011",Anxiety,"I typically dislike and try to avoid taking medications whenever possible, but with a recent anxiety diagnosis, I was convinced to at least keep some of this on hand in case I need it.  I must say that I LOVE Xanax.  It really calms me down within about 20 minutes of taking it and helps me sleep almost irrespective of what is going on, but it doesn't leave a hangover effect the next morning.  I'm currently in the phase of trying to find a more ""regular"" medication to control my anxiety/OCD (currently trying venlafaxine), as the Xanax isn't meant to be a daily thing. In the meantime, I'm still using this when I feel I need it.  Ativan and Valium don't compare.",10
"March 7, 2011",Depression,"Why i give a rating of 6 for xanax and depression: I think the help xanax has to offer is enabling your racing thoughts and anxiety to subside long enough to get the good rest/sleep we need just to feel sane. Subsequently, decreasing depression & overwhelmness in our lives. Good luck to all!",6.0
"March 7, 2011",Anxiety,"Starting on .25 dosage and has helped my anxiety enormously. Have to say that has also helped my depression as well. I got my 1st good noghts sleep in months. Helps with panic attacks as well. I think sleep depravation plays a major role in scattered thoughts and feeling of hopelessness. Once we start getting back to regular sleep patterns, we can all feel sane and less overwhelmed in our everyday lives! Good luck to all!",10
"March 6, 2011",Anxiety,"With the death of my mom in June 2009 I immediately started having nausea and vomiting, couldn't eat, couldn't concentrate. I thought I was dying myself.  Every time I tried to go to sleep I could feel my heart beating furiously through my chest.  I wanted to die myself. My Doctor finally prescribed Xanax after a horrible episode of just trying to drive home from his office. I had to stop about 20 times because I was crying so bad. He said I was suffering from PTSD. Without Xanax I do not think I would have been able to handle all the legal paperwork that I had to do, plus work. Now in 2010 we had to close our business and have lost my job. The whole episode has started up again. I hope the increased dose will help and I can continue my life.",9.0
"February 8, 2011",Anxiety,"I think that this is one of the best medicines out there. I take 2 mg four times a day and it just seems to keep me calm and make the world a better place. I used to stress out about the smallest things now, I just go with the flow.",10
"February 7, 2011",Anxiety,"I have chronic interstitial cystitis (not sure on spelling) also called painful bladder syndrome.  It is like a urinary tract infection times 10. I have to go to bathroom any where from every 30 minutes up to 2 times every 2 hours. So it can be a problem if I'm away from home. If I take my Xanax 0.5mg, I usually don't have to go to bathroom but once every 3 or 4 hrs and since it hurts so bad to urinate and plus I can get sleep at night with not having to go every hour. It has been such a relief.  I rate it a 9. My doctor has it written 1 or 2 every 8 hours as needed, but I try to only take it at night. I'm very cautious.",9.0
